Date,Open,High,Low,Close,Adj Close,Volume
2019-09-18,145.758072,154.415604,143.694199,154.199951,154.199951,2421456.0
2019-09-19,154.208282,155.882172,145.227493,150.646255,150.646255,2270995.0
2019-09-20,150.838425,156.72995,147.219696,151.313858,151.313858,1672391.0
2019-09-21,151.312836,152.124435,141.793091,144.702103,144.702103,1191489.0
2019-09-22,144.978241,149.780182,138.733734,141.495743,141.495743,1472493.0
2019-09-23,141.570389,144.69516,139.521378,140.16156,140.16156,1259147.0
2019-09-24,140.286438,146.068939,133.371323,133.491455,133.491455,1778197.0
2019-09-25,133.346161,143.386536,131.256134,143.330292,143.330292,2788092.0
2019-09-26,143.386459,143.606277,122.579597,125.710571,125.710571,1511151.0
2019-09-27,125.604782,126.702805,113.227097,118.138206,118.138206,1935589.0
2019-09-28,118.083527,119.275185,114.040199,115.403633,115.403633,1025677.0
2019-09-29,115.54332,116.381195,109.493942,113.785263,113.785263,1296508.0
2019-09-30,113.785263,115.166695,111.927193,114.789574,114.789574,1672723.0
2019-10-01,114.674545,119.133232,114.629341,117.703438,117.703438,1171532.0
2019-10-02,117.703438,124.070747,117.572716,121.032402,121.032402,1156446.0
2019-10-03,121.032402,126.258629,108.003014,125.705917,125.705917,1119062.0
2019-10-04,125.778709,126.333801,121.835457,122.756721,122.756721,1133295.0
2019-10-05,122.756721,123.788696,121.30394,122.034904,122.034904,1107692.0
2019-10-06,122.037796,125.104774,108.365799,123.96595,123.96595,1117676.0
2019-10-07,122.287491,124.268784,101.341888,116.757927,116.757927,1063264.0
2019-10-08,116.679443,118.121704,90.598129,98.233246,98.233246,1128654.0
2019-10-09,98.233246,118.413895,94.178879,117.889206,117.889206,1063905.0
2019-10-10,117.784904,121.642769,116.653046,117.904076,117.904076,1314361.0
2019-10-11,117.978745,119.208916,100.480782,109.897995,109.897995,1237481.0
2019-10-12,110.024925,144.023727,102.681999,107.407921,107.407921,1144265.0
2019-10-13,107.281372,108.513161,98.922165,104.022743,104.022743,1107214.0
2019-10-14,104.022743,105.996719,102.498154,105.830734,105.830734,1121954.0
2019-10-15,105.942848,108.475128,105.699806,107.281021,107.281021,1162655.0
2019-10-16,107.281021,110.078369,107.035706,109.842888,109.842888,1318633.0
2019-10-17,109.825272,110.294991,108.030457,109.249207,109.249207,1153447.0
2019-10-18,109.324326,110.008026,106.900497,109.054939,109.054939,1163629.0
2019-10-19,109.022072,116.196762,107.295464,109.128044,109.128044,1136754.0
2019-10-20,109.020844,109.198982,105.202156,106.41124,106.41124,1180015.0
2019-10-21,106.342781,106.983696,105.210976,106.439629,106.439629,1203382.0
2019-10-22,106.608902,107.217926,105.054932,105.517471,105.517471,1208765.0
2019-10-23,105.59597,106.420013,101.179672,101.713463,101.713463,1257821.0
2019-10-24,101.539124,106.026627,101.321838,103.660011,103.660011,1078035.0
2019-10-25,103.660011,105.837578,100.556183,103.040802,103.040802,1347425.0
2019-10-26,103.061409,113.086182,99.735321,101.973068,101.973068,2113394.0
2019-10-27,101.973068,113.32888,94.397926,98.042801,98.042801,2415765.0
2019-10-28,97.337219,102.989479,95.213722,100.884888,100.884888,2278125.0
2019-10-29,100.884888,111.155708,96.699699,99.632164,99.632164,1677763.0
2019-10-30,99.607407,100.993507,99.057991,100.027817,100.027817,1476640.0
2019-10-31,100.145851,101.823769,97.712624,100.943741,100.943741,900888.0
2019-11-01,100.906265,109.754478,100.218178,109.692787,109.692787,1488267.0
2019-11-02,109.692787,111.111931,108.602631,110.922211,110.922211,1649375.0
2019-11-03,111.012527,114.496056,110.51001,113.466881,113.466881,1541556.0
2019-11-04,113.611496,115.571747,112.241333,113.908226,113.908226,1664709.0
2019-11-05,113.908226,115.965851,112.18985,113.149925,113.149925,1833453.0
2019-11-06,113.155128,115.509842,112.705383,115.054619,115.054619,1553376.0
2019-11-07,114.929031,117.641861,114.057388,116.571297,116.571297,1502472.0
2019-11-08,116.481331,118.058037,114.838684,115.560646,115.560646,1594675.0
2019-11-09,115.47641,116.945976,114.290764,114.754036,114.754036,1438133.0
2019-11-10,114.824242,116.536057,114.316589,115.538391,115.538391,1424453.0
2019-11-11,115.538391,116.700592,114.117599,115.198112,115.198112,1579220.0
2019-11-12,115.2854,119.149994,114.76545,115.164024,115.164024,2006398.0
2019-11-13,115.199974,118.847076,114.951241,115.543282,115.543282,1960343.0
2019-11-14,115.367424,118.686943,115.217842,115.979698,115.979698,1807310.0
2019-11-15,115.979698,117.070572,114.664803,115.471329,115.471329,1645996.0
2019-11-16,115.352829,117.208145,106.935753,113.138191,113.138191,1498237.0
2019-11-17,113.138191,113.395233,103.601738,109.616417,109.616417,1480957.0
2019-11-18,109.622543,115.202965,97.024361,110.223305,110.223305,1554745.0
2019-11-19,110.239609,112.004013,104.802032,106.879715,106.879715,1493397.0
2019-11-20,106.879715,107.125633,98.339211,102.583366,102.583366,1400659.0
2019-11-21,102.639259,103.470589,99.26757,100.00341,100.00341,1362510.0
2019-11-22,100.00341,101.195686,97.203697,98.40387,98.40387,1702419.0
2019-11-23,98.859291,99.462677,85.513954,89.90638,89.90638,1471823.0
2019-11-24,90.187859,98.63295,88.505295,89.254875,89.254875,1363235.0
2019-11-25,89.138939,92.849419,77.746674,80.378998,80.378998,1396466.0
2019-11-26,80.462791,92.466911,80.389549,91.691597,91.691597,854230.0
2019-11-27,91.514069,92.982307,77.226219,77.977196,77.977196,5626390.0
2019-11-28,77.719719,86.912369,75.647934,77.431679,77.431679,3109618.0
